id,config_file_path,strategy,market,symbol,base_asset,quote_asset,creation_timestamp,order_type,amount,price,last_status,last_update_timestamp
buy://ETH-USDC/23bd68c66c9e38b2469da08315,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976335002,LIMIT,0.2,212.8935,OrderCancelled,1588976395002
buy://ETH-USDC/c62a15d13014277293e74f2f4c,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976396002,LIMIT,0.2,212.9035,OrderCancelled,1588976456002
buy://ETH-USDC/020f3e3a52047d9addf048e84d,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976457002,LIMIT,0.2,213.0784,OrderCancelled,1588976517002
buy://ETH-USDC/1abacc4fdcb744a65e52d6b2ff,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976518002,LIMIT,0.2,213.1584,OrderCancelled,1588976578002
buy://ETH-USDC/cae93bb70d6a6e27a3c621c2a9,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976579002,LIMIT,0.2,213.2083,OrderCancelled,1588976639001
buy://ETH-USDC/6dfad22a994e05c7342191ea1f,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976640002,LIMIT,0.2,213.2083,OrderCancelled,1588976700001
buy://ETH-USDC/89e0adeedd9098dd00b047ae5e,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976701001,LIMIT,0.2,213.2083,OrderCancelled,1588976761003
buy://ETH-USDC/9f47c8228f524c2a0741fe9825,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976762002,LIMIT,0.2,213.3583,OrderCancelled,1588976822002
buy://ETH-USDC/ccffa9de4b3dea34dfaca72c90,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976823002,LIMIT,0.2,213.3233,BuyOrderCompleted,1588976863349
buy://ETH-USDC/326f7b43bb0f93ffbba9541faa,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976924001,LIMIT,0.1418317,213.0634,OrderCancelled,1588976984001
sell://ETH-USDC/59d1252af117e125494c1ac5d1,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976924018,LIMIT,0.0581682,213.2766,OrderCancelled,1588976984018
buy://ETH-USDC/3112b91b87e39621fa8a3ccc4e,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976985002,LIMIT,0.1416474,213.0884,OrderCancelled,1588977045001
sell://ETH-USDC/1c68f42ef5456ca66a24244e26,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588976985014,LIMIT,0.0583525,213.3016,OrderCancelled,1588977045012
buy://ETH-USDC/a163875097838a4a64e19a6394,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977046002,LIMIT,0.1419055,213.0534,OrderCancelled,1588977106001
sell://ETH-USDC/34d9f7cdead57a7915b4e17465,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977046015,LIMIT,0.0580945,213.2666,OrderCancelled,1588977106018
buy://ETH-USDC/e8e92188126d0e7167f29f2952,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977107002,LIMIT,0.1419055,213.0534,OrderCancelled,1588977167001
sell://ETH-USDC/ededcb0637b43ca2d79eec7501,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977107018,LIMIT,0.0580945,213.2666,OrderCancelled,1588977167020
buy://ETH-USDC/1ab1aa80fd8ffc5dce21693b1c,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977168002,LIMIT,0.1421636,213.0184,OrderCancelled,1588977228002
sell://ETH-USDC/d2a627c3b6cbaeda89e82a80db,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977168020,LIMIT,0.0578363,213.2316,OrderCancelled,1588977228021
buy://ETH-USDC/d017d1b87b6146c6ab312c2957,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977229001,LIMIT,0.1422005,213.0134,OrderCancelled,1588977289003
sell://ETH-USDC/c966d7409e9992b0cb4846200c,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977229016,LIMIT,0.0577995,213.2266,OrderCancelled,1588977289018
buy://ETH-USDC/bf3bce4f33bab12349dda3e787,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977290001,LIMIT,0.1426801,212.9485,OrderCancelled,1588977350001
sell://ETH-USDC/f61d9e2de3be42a03cf99e6408,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977290018,LIMIT,0.0573198,213.1615,OrderCancelled,1588977350019
buy://ETH-USDC/eb62a99c6b67a43a83bb4d1625,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977351002,LIMIT,0.1422743,213.0034,OrderCancelled,1588977411002
sell://ETH-USDC/09fc2d443a00998215e2cc7848,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977351020,LIMIT,0.0577257,213.2166,SellOrderCompleted,1588977357021
buy://ETH-USDC/c17a569a703b9765296705b8eb,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977417001,LIMIT,0.169244,213.2583,OrderCancelled,1588977477001
sell://ETH-USDC/e5ceb5101de9827fbdae3f6c9f,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977417015,LIMIT,0.030756,213.4717,SellOrderCompleted,1588977475019
buy://ETH-USDC/e57d465c83305a233f2e983290,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977535001,LIMIT,0.1828656,213.4932,OrderCancelled,1588977595003
sell://ETH-USDC/bf1bb341d2617a300a056d7a9f,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977535018,LIMIT,0.0171344,213.7068,OrderCancelled,1588977595019
buy://ETH-USDC/23f6cc9f5bac1e3ad2c50dc7ba,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977596001,LIMIT,0.1826409,213.5232,BuyOrderCompleted,1588977637451
sell://ETH-USDC/b540d418c92221d430e47deee7,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977596018,LIMIT,0.017359,213.7368,OrderCancelled,1588977656003
buy://ETH-USDC/b3d009405b995945849f252370,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977698001,LIMIT,0.0942328,213.1234,OrderCancelled,1588977758002
sell://ETH-USDC/c0684740abbf0699fd65307aee,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977698015,LIMIT,0.1057671,213.3366,OrderCancelled,1588977758018
buy://ETH-USDC/d5fdfcf6b1dae817068d3c2a82,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977759001,LIMIT,0.0946658,213.0634,OrderCancelled,1588977819001
sell://ETH-USDC/61113216f20fc902268b6b60c1,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977759014,LIMIT,0.1053341,213.2766,SellOrderCompleted,1588977796018
buy://ETH-USDC/0bca66db64fb0d30add1e57d94,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977856003,LIMIT,0.1452844,213.3433,OrderCancelled,1588977916002
sell://ETH-USDC/9f67b4edf161ae56394b5ba351,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977856018,LIMIT,0.0547156,213.5567,OrderCancelled,1588977916018
buy://ETH-USDC/0e0c3bf7956ffdfcc72f8c57bc,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977917001,LIMIT,0.145137,213.3633,BuyOrderCompleted,1588977922933
sell://ETH-USDC/f9f32d7293c85b87813059f0b2,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977917019,LIMIT,0.054863,213.5767,OrderCancelled,1588977977002
buy://ETH-USDC/d6b25c228113a9ac47ee4832db,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977983001,LIMIT,0.0728078,213.3333,OrderCancelled,1588978043002
sell://ETH-USDC/bfda77198ae5281150f7efaf62,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588977983019,LIMIT,0.1271921,213.5467,OrderCancelled,1588978043020
buy://ETH-USDC/e44e18d3b4ba5ac084bce9638c,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978044002,LIMIT,0.0729862,213.3083,BuyOrderCompleted,1588978100461
sell://ETH-USDC/bc7605c6d862182c0cf7c004d9,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978044020,LIMIT,0.1270137,213.5217,OrderCancelled,1588978104001
buy://ETH-USDC/f394fa95b81bc3a49be556c366,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978161002,LIMIT,0.0370324,213.2333,OrderCancelled,1588978221001
sell://ETH-USDC/0a8cb8d6220e3a5661d6ce9335,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978161018,LIMIT,0.1629676,213.4467,SellOrderCompleted,1588978192017
buy://ETH-USDC/d93c599ab843b14110cad355f3,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978252001,LIMIT,0.118399,213.2533,OrderCancelled,1588978312001
sell://ETH-USDC/260e7c5fe1ce21e14991b06015,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978252018,LIMIT,0.081601,213.4667,OrderCancelled,1588978312017
buy://ETH-USDC/2358da2a330f15e84cafcbca40,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978313001,LIMIT,0.1185083,213.2383,OrderCancelled,1588978373002
sell://ETH-USDC/f503eba1d21db2db74b69a8f7d,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978313021,LIMIT,0.0814917,213.4517,OrderCancelled,1588978373019
buy://ETH-USDC/d321c3a4a697450a9398b808c9,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978374001,LIMIT,0.1190552,213.1634,OrderCancelled,1588978434001
sell://ETH-USDC/46961d6dc0f1eca157aa9811ee,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978374017,LIMIT,0.0809448,213.3766,SellOrderCompleted,1588978431017
buy://ETH-USDC/b4156ff70785e6e049c9806c13,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978491002,LIMIT,0.1583543,213.3233,OrderCancelled,1588978551002
sell://ETH-USDC/dd7a059d03e8c120b408809d06,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978491017,LIMIT,0.0416457,213.5367,OrderCancelled,1588978551022
buy://ETH-USDC/4107f95c3dfeee5062dc43322f,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978552002,LIMIT,0.1582801,213.3333,OrderCancelled,1588978612002
sell://ETH-USDC/4937d4fd2db18937829d49df23,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978552017,LIMIT,0.0417198,213.5467,OrderCancelled,1588978612019
buy://ETH-USDC/8c0a26d14772f68fe3075592a3,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978613002,LIMIT,0.1583543,213.3233,BuyOrderCompleted,1588978670259
sell://ETH-USDC/c56f41e70d0bc7f6d05cee8d43,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978613018,LIMIT,0.0416457,213.5367,OrderCancelled,1588978673002
buy://ETH-USDC/c8ac9003efbe5cee1c37c60304,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978731002,LIMIT,0.0808526,213.0934,OrderCancelled,1588978791001
sell://ETH-USDC/65c790f7d0e7e92500abfb4f83,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978731021,LIMIT,0.1191474,213.3066,SellOrderCompleted,1588978760021
buy://ETH-USDC/8ec443888e89e516e54e9aaec5,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978820002,LIMIT,0.1395635,213.2133,BuyOrderCompleted,1588978880022
sell://ETH-USDC/cbb12c66b41112b393dbf3f4e9,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978820020,LIMIT,0.0604364,213.4267,OrderCancelled,1588978880033
buy://ETH-USDC/fd31d332926555cc780c7d46b4,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978940001,LIMIT,0.0716266,212.9585,OrderCancelled,1588979000002
sell://ETH-USDC/b2a01628fc2990a7edb649b938,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588978940017,LIMIT,0.1283733,213.1715,OrderCancelled,1588979000020
buy://ETH-USDC/5f85fcd76d8bc3524222a5b489,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979001001,LIMIT,0.0720556,212.8985,OrderCancelled,1588979061002
sell://ETH-USDC/576f5cc46f7298c0f755191c32,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979001018,LIMIT,0.1279443,213.1115,OrderCancelled,1588979061015
buy://ETH-USDC/a21adc69c5c8ab5ae1691020d3,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979062000,LIMIT,0.0727353,212.8035,OrderCancelled,1588979122001
sell://ETH-USDC/0eec96df098725287826d1e9ef,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979062014,LIMIT,0.1272646,213.0165,SellOrderCompleted,1588979112015
buy://ETH-USDC/68b050454951920742960dfda9,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979172002,LIMIT,0.1359112,212.8685,OrderCancelled,1588979232003
sell://ETH-USDC/f98422286e6494ba431c1481cb,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979172022,LIMIT,0.0640887,213.0815,OrderCancelled,1588979232019
buy://ETH-USDC/19c523aff5b44e6ae86b452cd0,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979233001,LIMIT,0.1365373,212.7836,OrderCancelled,1588979293003
sell://ETH-USDC/869b36d03c047a70e42f3a5dad,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979233016,LIMIT,0.0634627,212.9964,OrderCancelled,1588979293017
buy://ETH-USDC/6d8652f54f6649a7448463e1ee,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979294002,LIMIT,0.137422,212.6636,OrderCancelled,1588979354003
sell://ETH-USDC/34c3ef9f1d7c3324256aaa341c,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979294016,LIMIT,0.0625779,212.8764,OrderCancelled,1588979354018
buy://ETH-USDC/eea65af4bcfab7b0fa5254dc51,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979355002,LIMIT,0.1379755,212.5887,OrderCancelled,1588979415001
sell://ETH-USDC/da5c225b977af8608e3ae81aad,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979355018,LIMIT,0.0620244,212.8013,OrderCancelled,1588979415017
buy://ETH-USDC/14683aea2743d1948b13bf6bad,conf_pure_mm_TEST_FEE1.yml,pure_market_making,coinbase_pro_PaperTrade,ETH-USDC,ETH,USDC,1588979416003,LIMIT,0.1374589,212.6586,OrderCancelled,1588979476002
